,Level3Name,Level4Name,Classification,EmployeeLevelName,FiscalMonthNumber,Amount,Source
3510,Human Resources,Team2,High Cost,Senior Manager,5,0.19047619,Forecast
3511,Human Resources,Team2,Cost Effective,Senior Manager,5,3.595238095,Forecast
3512,Legal,Team2,High Cost,Senior Manager,5,0.19047619,Forecast
3513,Legal,Team2,Cost Effective,Senior Manager,5,0.380952381,Forecast
3518,FINANCE,Team1,Cost Effective,Senior Manager,5,5.714285714,Forecast
3519,FINANCE,Team1,Cost Effective,Senior Manager,5,0.761904762,Forecast
3520,FINANCE,Team2,High Cost,Senior Manager,5,14.0952381,Forecast
3523,Human Resources,Team1,Cost Effective,Senior Manager,5,0.952380952,Forecast
3539,FINANCE,Team2,High Cost,Consultant,5,10.19047619,Forecast
3540,FINANCE,Team2,Cost Effective,Consultant,5,4.380952381,Forecast
3542,Human Resources,Team1,Cost Effective,Consultant,5,2.285714286,Forecast
3543,Human Resources,Team1,High Cost,Consultant,5,0.19047619,Forecast
3544,Legal,Team2,Cost Effective,Consultant,5,0.380952381,Forecast
3555,Legal,Team2,Cost Effective,Analyst,6,64.87809524,Forecast
3568,FINANCE,Team1,Cost Effective,Senior Manager,6,1.142857143,Forecast
3570,Human Resources,Team1,Cost Effective,Senior Manager,6,0.380952381,Forecast
3571,Legal,Team2,High Cost,Senior Manager,6,0.19047619,Forecast
3572,Legal,Team2,Cost Effective,Senior Manager,6,0.19047619,Forecast
3574,FINANCE,Team2,High Cost,Senior Manager,6,13.35238095,Forecast
3576,Legal,Team2,High Cost,Senior Manager,6,2.285714286,Forecast
3577,Legal,Team2,High Cost,Senior Manager,6,1.142857143,Forecast
3592,FINANCE,Team1,High Cost,Consultant,6,2.857142857,Forecast
3593,FINANCE,Team2,High Cost,Consultant,6,0.19047619,Forecast
3617,CIO,,High Cost,Consultant,6,22.27093333,Forecast
3619,Human Resources,Team1,Cost Effective,Consultant,6,2.285714286,Forecast
3620,Human Resources,Team2,Cost Effective,Consultant,6,0.380952381,Forecast
3621,Legal,Team2,High Cost,Consultant,6,1.333333333,Forecast
3622,Legal,Team2,High Cost,Consultant,6,0.952380952,Forecast
3623,Legal,Team2,High Cost,Consultant,6,0.19047619,Forecast
3624,Legal,Team2,High Cost,Consultant,6,41.73904762,Forecast
3640,FINANCE,Team2,High Cost,Analyst,7,3.238095238,Forecast
3667,FINANCE,Team1,Cost Effective,Analyst,6,115.0819048,Forecast
3676,FINANCE,Team2,Cost Effective,Associate,6,33.95238095,Forecast
3681,FINANCE,Team2,Cost Effective,Senior Manager,6,0.571428571,Forecast
3682,FINANCE,Team2,High Cost,Senior Manager,6,3.380952381,Forecast
3684,Human Resources,Team1,Cost Effective,Senior Manager,6,0.380952381,Forecast
3685,Legal,Team2,Cost Effective,Senior Manager,6,0.19047619,Forecast
3691,CIO,,High Cost,Senior Manager,6,24.14285714,Forecast
3695,Human Resources,Team2,Cost Effective,Senior Manager,6,0.19047619,Forecast
3696,Legal,Team2,Cost Effective,Senior Manager,6,0.19047619,Forecast
3702,Human Resources,Team2,Cost Effective,Consultant,7,0.380952381,Forecast
3703,Human Resources,Team2,Cost Effective,Consultant,7,66.3047619,Forecast
3704,Legal,Team2,Cost Effective,Consultant,7,0.571428571,Forecast
3705,Legal,Team2,Cost Effective,Consultant,7,5.142857143,Forecast
3720,FINANCE,Team2,Cost Effective,Analyst,8,3.238095238,Forecast
3721,FINANCE,Team2,High Cost,Analyst,8,3.238095238,Forecast
3734,FINANCE,Team1,Cost Effective,Senior Manager,8,1.142857143,Forecast
3737,Legal,Team2,High Cost,Senior Manager,8,0.19047619,Forecast
3738,Legal,Team2,Cost Effective,Senior Manager,8,0.19047619,Forecast
3741,FINANCE,Team2,Cost Effective,Senior Manager,8,1.333333333,Forecast
3742,Human Resources,Team1,High Cost,Senior Manager,8,13.74285714,Forecast
3743,Human Resources,Team2,High Cost,Senior Manager,8,0.361904762,Forecast
3744,Legal,Team2,High Cost,Senior Manager,8,2.285714286,Forecast
3745,Legal,Team2,Cost Effective,Senior Manager,8,0.19047619,Forecast
3746,Legal,Team2,High Cost,Senior Manager,8,43.86666667,Forecast
3760,Legal,Team2,Cost Effective,Associate,11,10.0952381,Forecast
3763,FINANCE,Team1,Cost Effective,Senior Manager,11,0.571428571,Forecast
3764,FINANCE,Team2,High Cost,Senior Manager,11,2.285714286,Forecast
3766,Human Resources,Team1,High Cost,Senior Manager,11,5.085714286,Forecast
3767,Human Resources,Team2,Cost Effective,Senior Manager,11,3.785714286,Forecast
3768,Human Resources,Team2,High Cost,Senior Manager,11,0.380952381,Forecast
3769,Legal,Team2,High Cost,Senior Manager,11,0.19047619,Forecast
3773,Legal,Team2,High Cost,Senior Manager,11,2.666666667,Forecast
3774,Legal,Team2,Cost Effective,Senior Manager,11,0.380952381,Forecast
3782,FINANCE,Team2,Cost Effective,Consultant,11,17.14285714,Forecast
3803,Human Resources,Team1,Cost Effective,Senior Manager,6,0.952380952,Forecast
3816,FINANCE,Team2,High Cost,Consultant,6,10.19047619,Forecast
3817,FINANCE,Team2,Cost Effective,Consultant,6,4.380952381,Forecast
3819,Human Resources,Team1,High Cost,Consultant,6,0.19047619,Forecast
3820,Human Resources,Team2,High Cost,Consultant,6,80.64952381,Forecast
3821,Legal,Team2,Cost Effective,Consultant,6,0.380952381,Forecast
3843,FINANCE,Team1,High Cost,Analyst,7,17.81904762,Forecast
3844,FINANCE,Team1,High Cost,Analyst,7,1.142857143,Forecast
3845,FINANCE,Team2,Cost Effective,Analyst,7,4.952380952,Forecast
3846,Human Resources,Team1,High Cost,Analyst,7,0.19047619,Forecast
3847,Legal,Team2,High Cost,Analyst,7,0.19047619,Forecast
3848,Legal,Team2,Cost Effective,Analyst,7,0.380952381,Forecast
3851,Legal,Team2,High Cost,Consultant,10,0.761904762,Forecast
3852,Legal,Team2,Cost Effective,Consultant,10,1.333333333,Forecast
3853,Legal,Team2,High Cost,Consultant,10,2.666666667,Forecast
3854,Legal,Team2,High Cost,Consultant,10,0.19047619,Forecast
3855,Legal,Team2,Cost Effective,Consultant,10,5.142857143,Forecast
3875,FINANCE,Team1,Cost Effective,Analyst,11,115.0057143,Forecast
3876,FINANCE,Team2,High Cost,Analyst,11,5.028571429,Forecast
3877,FINANCE,Team2,Cost Effective,Analyst,11,3.238095238,Forecast
3878,Human Resources,Team2,High Cost,Analyst,11,78.5787619,Forecast
3879,Legal,Team2,High Cost,Analyst,11,14.21428571,Forecast
3889,FINANCE,Team1,High Cost,Associate,11,0.55952381,Forecast
3890,FINANCE,Team2,High Cost,Associate,11,2.20952381,Forecast
3891,FINANCE,Team2,High Cost,Associate,11,0.19047619,Forecast
3894,FINANCE,Team1,High Cost,Senior Manager,11,1.714285714,Forecast
3896,Human Resources,Team1,Cost Effective,Senior Manager,11,0.380952381,Forecast
3897,Legal,Team2,Cost Effective,Senior Manager,11,0.19047619,Forecast
3910,FINANCE,Team1,High Cost,Consultant,6,9.261904762,Forecast
3912,Human Resources,Team1,High Cost,Consultant,6,12.15238095,Forecast
3913,Human Resources,Team2,High Cost,Consultant,6,0.571428571,Forecast
3914,Legal,Team2,High Cost,Consultant,6,2.666666667,Forecast
3915,Legal,Team2,High Cost,Consultant,6,0.571428571,Forecast
3916,Legal,Team2,High Cost,Consultant,6,0.19047619,Forecast
3932,FINANCE,Team1,Cost Effective,Analyst,7,115.1771429,Forecast
3933,FINANCE,Team1,Cost Effective,Analyst,7,2.095238095,Forecast
3934,FINANCE,Team2,Cost Effective,Analyst,7,39.61904762,Forecast
3937,Legal,Team2,Cost Effective,Analyst,7,0.380952381,Forecast
3938,Legal,Team2,High Cost,Analyst,7,0.761904762,Forecast
3939,Legal,Team2,High Cost,Analyst,7,0.952380952,Forecast
3964,CIO,,High Cost,Analyst,7,8.761904762,Forecast
3965,FINANCE,Team1,Cost Effective,Analyst,7,29.42857143,Forecast
3967,Human Resources,Team1,Cost Effective,Analyst,7,0.19047619,Forecast
3968,Human Resources,Team2,Cost Effective,Analyst,7,130.4485714,Forecast
3969,Legal,Team2,Cost Effective,Analyst,7,1.714285714,Forecast
3970,Legal,Team2,Cost Effective,Analyst,7,1.904761905,Forecast
3976,FINANCE,Team1,Cost Effective,Associate,7,20.19047619,Forecast
3977,FINANCE,Team2,Cost Effective,Associate,7,34.14285714,Forecast
3978,Human Resources,Team2,Cost Effective,Associate,7,33.52285714,Forecast
3984,FINANCE,Team1,Cost Effective,Senior Manager,7,0.571428571,Forecast
3985,FINANCE,Team2,High Cost,Senior Manager,7,1.257142857,Forecast
3987,Human Resources,Team2,Cost Effective,Senior Manager,7,3.595238095,Forecast
3988,Legal,Team2,Cost Effective,Senior Manager,7,0.380952381,Forecast
3992,FINANCE,Team1,Cost Effective,Senior Manager,7,5.333333333,Forecast
3995,Legal,Team2,High Cost,Senior Manager,7,0.571428571,Forecast
3996,Legal,Team2,Cost Effective,Senior Manager,7,3.428571429,Forecast
3997,Legal,Team2,Cost Effective,Senior Manager,7,2.095238095,Forecast
4002,Legal,Team2,Cost Effective,Associate,7,9.904761905,Forecast
4004,FINANCE,Team1,Cost Effective,Senior Manager,7,1.142857143,Forecast
4005,FINANCE,Team2,High Cost,Senior Manager,7,2.285714286,Forecast
4007,Legal,Team2,High Cost,Senior Manager,7,0.19047619,Forecast
4008,Legal,Team2,Cost Effective,Senior Manager,7,0.19047619,Forecast
4010,FINANCE,Team1,High Cost,Senior Manager,7,13.79047619,Forecast
4011,FINANCE,Team2,High Cost,Senior Manager,7,6.457142857,Forecast
4012,FINANCE,Team2,Cost Effective,Senior Manager,7,1.333333333,Forecast
4013,Human Resources,Team2,High Cost,Senior Manager,7,0.361904762,Forecast
4014,Legal,Team2,Cost Effective,Senior Manager,7,0.19047619,Forecast
4015,Legal,Team2,High Cost,Senior Manager,7,2.666666667,Forecast
4029,FINANCE,Team2,Cost Effective,Consultant,7,10.47619048,Forecast
4030,FINANCE,Team2,High Cost,Consultant,7,7.771428571,Forecast
4051,CIO,,High Cost,Analyst,8,8.761904762,Forecast
4052,Human Resources,Team1,Cost Effective,Analyst,8,0.19047619,Forecast
4053,Legal,Team2,Cost Effective,Analyst,8,1.714285714,Forecast
4064,Human Resources,Team1,High Cost,Consultant,8,0.19047619,Forecast
4066,Legal,Team2,Cost Effective,Consultant,8,0.380952381,Forecast
4087,FINANCE,Team1,Cost Effective,Analyst,9,29.42857143,Forecast
4089,Legal,Team2,High Cost,Analyst,9,0.19047619,Forecast
4090,Legal,Team2,Cost Effective,Analyst,9,0.19047619,Forecast
4091,Legal,Team2,Cost Effective,Analyst,9,1.714285714,Forecast
4092,Legal,Team2,Cost Effective,Analyst,9,1.904761905,Forecast
4097,FINANCE,Team2,Cost Effective,Associate,9,34.52380952,Forecast
4101,FINANCE,Team1,Cost Effective,Senior Manager,9,0.571428571,Forecast
4102,FINANCE,Team2,Cost Effective,Senior Manager,9,0.571428571,Forecast
4103,FINANCE,Team2,High Cost,Senior Manager,9,1.257142857,Forecast
4108,FINANCE,Team2,High Cost,Analyst,12,5.028571429,Forecast
4117,CIO,,High Cost,Associate,12,4.380952381,Forecast
4118,FINANCE,Team2,High Cost,Associate,12,0.19047619,Forecast
4120,Human Resources,Team2,High Cost,Associate,12,13.00761905,Forecast
4121,Legal,Team2,Cost Effective,Associate,12,10.0952381,Forecast
4122,Legal,Team2,High Cost,Associate,12,0.571428571,Forecast
4124,FINANCE,Team2,High Cost,Senior Manager,12,2.285714286,Forecast
4125,Human Resources,Team1,High Cost,Senior Manager,12,5.085714286,Forecast
4126,Human Resources,Team2,High Cost,Senior Manager,12,0.19047619,Forecast
4127,Legal,Team2,High Cost,Senior Manager,12,0.19047619,Forecast
4128,Legal,Team2,High Cost,Senior Manager,12,0.19047619,Forecast
4131,FINANCE,Team1,Cost Effective,Senior Manager,12,6.857142857,Forecast
4132,FINANCE,Team1,Cost Effective,Senior Manager,12,0.761904762,Forecast
4133,FINANCE,Team2,High Cost,Senior Manager,12,14.0952381,Forecast
4135,Human Resources,Team1,Cost Effective,Senior Manager,12,0.952380952,Forecast
4136,Human Resources,Team1,High Cost,Senior Manager,12,22.26666667,Forecast
4137,Human Resources,Team2,Cost Effective,Senior Manager,12,17.07238095,Forecast
4138,Human Resources,Team2,High Cost,Senior Manager,12,0.380952381,Forecast
4139,Legal,Team2,High Cost,Senior Manager,12,0.19047619,Forecast
4140,Legal,Team2,Cost Effective,Senior Manager,12,0.380952381,Forecast
4141,Legal,Team2,Cost Effective,Senior Manager,12,2.666666667,Forecast
4166,FINANCE,Team2,High Cost,Senior Manager,8,1.257142857,Forecast
4167,FINANCE,Team2,Cost Effective,Senior Manager,8,0.19047619,Forecast
4169,Human Resources,Team2,High Cost,Senior Manager,8,0.19047619,Forecast
4170,Human Resources,Team2,Cost Effective,Senior Manager,8,3.595238095,Forecast
4171,Human Resources,Team2,High Cost,Senior Manager,8,5.523809524,Forecast
4172,Legal,Team2,High Cost,Senior Manager,8,0.19047619,Forecast
4173,Legal,Team2,Cost Effective,Senior Manager,8,0.380952381,Forecast
4174,Legal,Team2,High Cost,Senior Manager,8,4.380952381,Forecast
4177,FINANCE,Team1,Cost Effective,Senior Manager,8,5.333333333,Forecast
4178,FINANCE,Team1,Cost Effective,Senior Manager,8,0.761904762,Forecast
4179,FINANCE,Team2,High Cost,Senior Manager,8,14.0952381,Forecast
4182,Legal,Team2,High Cost,Senior Manager,8,0.571428571,Forecast
4183,Legal,Team2,Cost Effective,Senior Manager,8,3.428571429,Forecast
4184,Legal,Team2,Cost Effective,Senior Manager,8,2.285714286,Forecast
4200,CIO,,High Cost,Consultant,8,22.27093333,Forecast
4204,FINANCE,Team1,Cost Effective,Senior Manager,11,6.857142857,Forecast
4205,FINANCE,Team2,Cost Effective,Senior Manager,11,4.19047619,Forecast
4207,Human Resources,Team1,Cost Effective,Senior Manager,11,0.952380952,Forecast
4208,Human Resources,Team1,High Cost,Senior Manager,11,13.74285714,Forecast
4219,FINANCE,Team1,Cost Effective,Consultant,11,43.06666667,Forecast
4220,FINANCE,Team2,High Cost,Consultant,11,9.80952381,Forecast
4221,FINANCE,Team2,Cost Effective,Consultant,11,4.571428571,Forecast
4222,Human Resources,Team2,High Cost,Consultant,11,81.43047619,Forecast
4223,Legal,Team2,Cost Effective,Consultant,11,0.380952381,Forecast
4224,Legal,Team2,High Cost,Consultant,11,0.571428571,Forecast
4225,Legal,Team2,High Cost,Consultant,11,0.19047619,Forecast
4226,Legal,Team2,High Cost,Consultant,11,43.04857143,Forecast
4250,FINANCE,Team1,High Cost,Analyst,12,1.142857143,Forecast
4251,FINANCE,Team2,Cost Effective,Analyst,12,4.952380952,Forecast
4259,FINANCE,Team2,Cost Effective,Consultant,7,17.14285714,Forecast
4262,Legal,Team2,High Cost,Consultant,7,0.952380952,Forecast
4282,FINANCE,Team2,High Cost,Analyst,8,5.028571429,Forecast
4297,FINANCE,Team2,High Cost,Associate,8,0.19047619,Forecast
4300,Legal,Team2,Cost Effective,Associate,8,9.904761905,Forecast
4302,FINANCE,Team2,High Cost,Senior Manager,8,2.285714286,Forecast
4305,FINANCE,Team1,Cost Effective,Consultant,12,25.33333333,Forecast
4308,Human Resources,Team1,Cost Effective,Consultant,12,2.285714286,Forecast
4309,Human Resources,Team2,Cost Effective,Consultant,12,65.73333333,Forecast
4310,Legal,Team2,Cost Effective,Consultant,12,5.142857143,Forecast
4335,CIO,,High Cost,Associate,7,2.095238095,Forecast
4336,Legal,Team2,Cost Effective,Associate,7,1.523809524,Forecast
4343,FINANCE,Team2,Cost Effective,Senior Manager,7,0.571428571,Forecast
4348,Legal,Team2,High Cost,Senior Manager,7,0.761904762,Forecast
4350,CIO,,Cost Effective,Senior Manager,7,0.380952381,Forecast
4353,Human Resources,Team2,Cost Effective,Senior Manager,7,17.45333333,Forecast
4354,Legal,Team2,High Cost,Senior Manager,7,1.104761905,Forecast
4355,Legal,Team2,Cost Effective,Senior Manager,7,0.19047619,Forecast
4356,Legal,Team2,High Cost,Senior Manager,7,2.285714286,Forecast
4357,Legal,Team2,Cost Effective,Senior Manager,7,2.666666667,Forecast
4372,FINANCE,Team1,High Cost,Consultant,7,17.21028571,Forecast
4373,FINANCE,Team1,Cost Effective,Consultant,7,25.14285714,Forecast
4374,FINANCE,Team1,High Cost,Consultant,7,2.857142857,Forecast
4376,Human Resources,Team1,High Cost,Senior Manager,8,5.085714286,Forecast
4377,Legal,Team2,High Cost,Senior Manager,8,0.19047619,Forecast
4380,CIO,,High Cost,Senior Manager,8,24.14285714,Forecast
4382,FINANCE,Team1,Cost Effective,Senior Manager,8,6.666666667,Forecast
4383,FINANCE,Team2,High Cost,Senior Manager,8,6.457142857,Forecast
4385,Human Resources,Team1,Cost Effective,Senior Manager,8,0.952380952,Forecast
4386,Human Resources,Team2,Cost Effective,Senior Manager,8,0.19047619,Forecast
4387,Human Resources,Team2,Cost Effective,Senior Manager,8,17.45333333,Forecast
4388,Legal,Team2,Cost Effective,Senior Manager,8,0.19047619,Forecast
4389,Legal,Team2,Cost Effective,Senior Manager,8,0.380952381,Forecast
4390,Legal,Team2,Cost Effective,Senior Manager,8,2.666666667,Forecast
4406,FINANCE,Team2,High Cost,Consultant,8,7.771428571,Forecast
4409,Legal,Team2,Cost Effective,Consultant,8,35.87619048,Forecast
4410,Legal,Team2,High Cost,Consultant,8,0.380952381,Forecast
4424,FINANCE,Team1,High Cost,Analyst,9,1.904761905,Forecast
4426,Human Resources,Team2,Cost Effective,Senior Manager,9,3.595238095,Forecast
4427,Legal,Team2,Cost Effective,Senior Manager,9,0.380952381,Forecast
4433,FINANCE,Team1,Cost Effective,Senior Manager,9,5.333333333,Forecast
4436,Legal,Team2,High Cost,Senior Manager,9,0.571428571,Forecast
4437,Legal,Team2,Cost Effective,Senior Manager,9,3.428571429,Forecast
4438,Legal,Team2,Cost Effective,Senior Manager,9,2.285714286,Forecast
4455,FINANCE,Team1,High Cost,Consultant,9,9.452380952,Forecast
4458,Human Resources,Team1,High Cost,Consultant,9,12.15238095,Forecast
4459,Human Resources,Team2,High Cost,Consultant,9,0.571428571,Forecast
4460,Legal,Team2,High Cost,Consultant,9,2.666666667,Forecast
4461,Legal,Team2,High Cost,Consultant,9,0.19047619,Forecast
4475,Human Resources,Team1,Cost Effective,Consultant,8,2.285714286,Forecast
4476,Human Resources,Team2,Cost Effective,Consultant,8,0.380952381,Forecast
4477,Legal,Team2,Cost Effective,Consultant,8,0.571428571,Forecast
4492,FINANCE,Team1,High Cost,Analyst,9,17.81904762,Forecast
4500,Legal,Team2,Cost Effective,Associate,9,9.904761905,Forecast
4504,FINANCE,Team2,Cost Effective,Senior Manager,9,0.571428571,Forecast
4506,Legal,Team2,Cost Effective,Senior Manager,9,0.19047619,Forecast
4510,FINANCE,Team2,High Cost,Senior Manager,9,6.457142857,Forecast
4511,FINANCE,Team2,Cost Effective,Senior Manager,9,1.333333333,Forecast
4513,Human Resources,Team2,High Cost,Senior Manager,9,0.361904762,Forecast
4514,Human Resources,Team2,Cost Effective,Senior Manager,9,17.45333333,Forecast
4515,Legal,Team2,Cost Effective,Senior Manager,9,0.19047619,Forecast
4516,Legal,Team2,High Cost,Senior Manager,9,1.104761905,Forecast
4517,Legal,Team2,Cost Effective,Senior Manager,9,0.19047619,Forecast
4518,Legal,Team2,Cost Effective,Senior Manager,9,2.666666667,Forecast
4519,Legal,Team2,High Cost,Senior Manager,9,44.05714286,Forecast
4537,FINANCE,Team1,Cost Effective,Associate,12,3.428571429,Forecast
4538,Legal,Team2,Cost Effective,Associate,12,1.523809524,Forecast
4543,FINANCE,Team2,Cost Effective,Senior Manager,12,0.571428571,Forecast
4548,Human Resources,Team2,High Cost,Senior Manager,12,0.380952381,Forecast
4549,FINANCE,Team1,High Cost,Senior Manager,12,13.6,Forecast
4552,Human Resources,Team1,Cost Effective,Senior Manager,12,2.819047619,Forecast
4553,Legal,Team2,High Cost,Senior Manager,12,2.285714286,Forecast
4563,FINANCE,Team1,High Cost,Consultant,12,9.642857143,Forecast
4564,FINANCE,Team1,High Cost,Consultant,12,2.857142857,Forecast
4565,FINANCE,Team2,Cost Effective,Consultant,12,10.47619048,Forecast
4566,Legal,Team2,High Cost,Consultant,12,0.761904762,Forecast
4567,Legal,Team2,Cost Effective,Consultant,12,1.333333333,Forecast
4568,Legal,Team2,High Cost,Consultant,12,2.666666667,Forecast
4569,Legal,Team2,High Cost,Consultant,12,0.19047619,Forecast
4574,FINANCE,Team1,Cost Effective,Associate,7,3.428571429,Forecast
4581,CIO,,High Cost,Senior Manager,7,3.39047619,Forecast
4582,FINANCE,Team1,High Cost,Senior Manager,7,2.285714286,Forecast
4583,FINANCE,Team2,Cost Effective,Senior Manager,7,0.571428571,Forecast
4584,FINANCE,Team2,High Cost,Senior Manager,7,3.380952381,Forecast
4586,Human Resources,Team1,Cost Effective,Senior Manager,7,0.380952381,Forecast
4587,Legal,Team2,High Cost,Senior Manager,7,1.333333333,Forecast
4588,Legal,Team2,Cost Effective,Senior Manager,7,0.19047619,Forecast
4589,Legal,Team2,High Cost,Senior Manager,7,4.380952381,Forecast
4593,FINANCE,Team2,Cost Effective,Senior Manager,7,2.666666667,Forecast
4594,FINANCE,Team2,High Cost,Senior Manager,7,13.35238095,Forecast
4598,Human Resources,Team1,Cost Effective,Senior Manager,7,2.819047619,Forecast
4616,Legal,Team2,High Cost,Consultant,7,0.571428571,Forecast
4617,Legal,Team2,High Cost,Consultant,7,1.333333333,Forecast
4623,Human Resources,Team1,High Cost,Consultant,7,5.31047619,Forecast
4624,Legal,Team2,High Cost,Consultant,7,0.761904762,Forecast
4625,Legal,Team2,Cost Effective,Consultant,7,1.333333333,Forecast
4626,Legal,Team2,High Cost,Consultant,7,0.380952381,Forecast
4643,Human Resources,Team1,Cost Effective,Analyst,8,4,Forecast
4644,Human Resources,Team2,High Cost,Analyst,8,78.8892381,Forecast
4645,Legal,Team2,Cost Effective,Analyst,8,65.06857143,Forecast
4646,Legal,Team2,High Cost,Analyst,8,14.21428571,Forecast
4655,Human Resources,Team2,Cost Effective,Associate,8,33.71333333,Forecast
4657,FINANCE,Team1,High Cost,Senior Manager,8,1.714285714,Forecast
4658,FINANCE,Team1,High Cost,Senior Manager,8,0.571428571,Forecast
4661,Human Resources,Team1,Cost Effective,Senior Manager,8,0.380952381,Forecast
4662,Legal,Team2,Cost Effective,Senior Manager,8,0.19047619,Forecast
4664,FINANCE,Team2,Cost Effective,Senior Manager,8,4,Forecast
4669,Human Resources,Team2,High Cost,Senior Manager,8,26.00952381,Forecast
4671,Human Resources,Team1,High Cost,Analyst,9,1.904761905,Forecast
4672,Legal,Team2,High Cost,Analyst,9,0.761904762,Forecast
4673,Legal,Team2,High Cost,Analyst,9,0.952380952,Forecast
4685,CIO,,High Cost,Associate,9,2.095238095,Forecast
4686,Legal,Team2,Cost Effective,Associate,9,1.523809524,Forecast
4691,FINANCE,Team1,High Cost,Senior Manager,9,2.285714286,Forecast
4692,FINANCE,Team2,Cost Effective,Senior Manager,9,0.19047619,Forecast
4695,Human Resources,Team1,High Cost,Senior Manager,9,5.685714286,Forecast
4696,Human Resources,Team2,High Cost,Senior Manager,9,0.19047619,Forecast
4697,Human Resources,Team2,High Cost,Senior Manager,9,5.523809524,Forecast
4698,Legal,Team2,High Cost,Senior Manager,9,0.19047619,Forecast
4699,Legal,Team2,Cost Effective,Senior Manager,9,0.19047619,Forecast
4700,Legal,Team2,High Cost,Senior Manager,9,4.380952381,Forecast
4702,FINANCE,Team1,Cost Effective,Senior Manager,9,0.761904762,Forecast
4703,FINANCE,Team2,Cost Effective,Senior Manager,9,2.666666667,Forecast
4704,FINANCE,Team2,High Cost,Senior Manager,9,14.0952381,Forecast
4707,Human Resources,Team1,Cost Effective,Senior Manager,9,2.819047619,Forecast
4709,Legal,Team2,High Cost,Senior Manager,9,0.19047619,Forecast
4752,FINANCE,Team2,High Cost,Consultant,9,7.771428571,Forecast
4758,Legal,Team2,High Cost,Consultant,9,0.380952381,Forecast
4777,FINANCE,Team1,Cost Effective,Analyst,10,2.095238095,Forecast
4792,FINANCE,Team1,Cost Effective,Analyst,10,115.0438095,Forecast
4793,FINANCE,Team2,High Cost,Analyst,10,5.028571429,Forecast
4803,FINANCE,Team2,High Cost,Associate,10,0.19047619,Forecast
4805,Legal,Team2,Cost Effective,Associate,10,9.904761905,Forecast
4809,FINANCE,Team2,Cost Effective,Senior Manager,10,0.571428571,Forecast
4811,Human Resources,Team1,Cost Effective,Senior Manager,10,0.380952381,Forecast
4812,Legal,Team2,Cost Effective,Senior Manager,10,0.19047619,Forecast
4817,CIO,,High Cost,Senior Manager,10,24.14285714,Forecast
4820,FINANCE,Team1,Cost Effective,Senior Manager,10,6.666666667,Forecast
4821,FINANCE,Team2,Cost Effective,Senior Manager,10,4.19047619,Forecast
4823,Human Resources,Team1,Cost Effective,Senior Manager,10,0.952380952,Forecast
4824,Human Resources,Team2,Cost Effective,Senior Manager,10,0.19047619,Forecast
4825,Human Resources,Team2,Cost Effective,Senior Manager,10,17.07238095,Forecast
4826,Legal,Team2,Cost Effective,Senior Manager,10,0.19047619,Forecast
4827,Legal,Team2,Cost Effective,Senior Manager,10,2.666666667,Forecast
4836,CIO,,High Cost,Consultant,9,22.27093333,Forecast
4838,FINANCE,Team1,Cost Effective,Consultant,9,25.14285714,Forecast
4840,Human Resources,Team1,Cost Effective,Consultant,9,2.285714286,Forecast
4841,Human Resources,Team2,Cost Effective,Consultant,9,0.380952381,Forecast
4842,Human Resources,Team2,Cost Effective,Consultant,9,66.4952381,Forecast
4843,Legal,Team2,High Cost,Consultant,9,0.761904762,Forecast
4844,Legal,Team2,Cost Effective,Consultant,9,1.333333333,Forecast
4845,Legal,Team2,Cost Effective,Consultant,9,0.571428571,Forecast
4846,Legal,Team2,Cost Effective,Consultant,9,5.142857143,Forecast
4866,FINANCE,Team1,High Cost,Analyst,10,18.96190476,Forecast
4867,FINANCE,Team2,Cost Effective,Analyst,10,3.238095238,Forecast
4868,Human Resources,Team1,High Cost,Analyst,10,0.19047619,Forecast
4869,Human Resources,Team2,High Cost,Analyst,10,78.5787619,Forecast
4870,Legal,Team2,High Cost,Analyst,10,14.21428571,Forecast
4877,FINANCE,Team1,High Cost,Associate,10,0.55952381,Forecast
4893,FINANCE,Team1,Cost Effective,Analyst,8,2.095238095,Forecast
4895,Legal,Team2,Cost Effective,Analyst,8,0.380952381,Forecast
4905,FINANCE,Team1,High Cost,Associate,8,0.55952381,Forecast
4906,FINANCE,Team1,Cost Effective,Associate,8,3.428571429,Forecast
4907,FINANCE,Team2,High Cost,Associate,8,2.20952381,Forecast
4909,CIO,,High Cost,Senior Manager,8,3.39047619,Forecast
4910,FINANCE,Team1,High Cost,Senior Manager,8,2.285714286,Forecast
4912,Legal,Team2,High Cost,Senior Manager,8,1.333333333,Forecast
4913,Legal,Team2,High Cost,Senior Manager,8,0.19047619,Forecast
4915,FINANCE,Team1,High Cost,Senior Manager,8,10.47619048,Forecast
4916,FINANCE,Team2,Cost Effective,Senior Manager,8,2.666666667,Forecast
4917,FINANCE,Team2,High Cost,Senior Manager,8,13.35238095,Forecast
4919,Human Resources,Team1,Cost Effective,Senior Manager,8,2.819047619,Forecast
4920,Legal,Team2,High Cost,Senior Manager,8,13.92380952,Forecast
4933,Legal,Team2,High Cost,Senior Manager,8,1.142857143,Forecast
4942,FINANCE,Team2,High Cost,Consultant,8,9.80952381,Forecast
4943,FINANCE,Team2,Cost Effective,Consultant,8,4.571428571,Forecast
4944,Human Resources,Team1,Cost Effective,Consultant,8,11.61904762,Forecast
4945,Human Resources,Team2,High Cost,Consultant,8,81.04952381,Forecast
